Timestamp,Label,EXG Channel 0 (Fp1),EXG Channel 1 (Fp2),EXG Channel 2 (C3),EXG Channel 3 (C4),EXG Channel 4 (P7),EXG Channel 5 (P8),EXG Channel 6 (O1),EXG Channel 7 (O2),EXG Channel 8 (F7),EXG Channel 9 (F8),EXG Channel 10 (F3),EXG Channel 11 (F4),EXG Channel 12 (T7),EXG Channel 13 (T8),EXG Channel 14 (P3),EXG Channel 15 (P4)
1679630790.080583,0,187500.0,-157019.239011,-82167.113682,-93242.268949,-92738.393574,-68395.39926,-187500.022352,-187500.022352,187500.0,-66169.925472,187500.0,187500.0,-78460.41214,-75757.102759,-80696.03362,-135443.055385
1679630790.080618,0,187500.0,-156865.660175,-82136.715309,-93207.824911,-92705.335344,-68361.893995,-187500.022352,-187500.022352,187500.0,-66161.521216,187500.0,187500.0,-78445.235305,-75735.332159,-80754.908115,-135486.328362
1679630790.080636,0,187500.0,-156272.176656,-82140.380995,-93231.830684,-92718.344059,-68378.635452,-187500.022352,-187500.022352,187500.0,-66144.086855,187500.0,187500.0,-78420.626035,-75717.093136,-80726.946083,-135526.449743
1679630790.080653,0,187500.0,-155997.65253,-82154.507298,-93226.175693,-92713.583137,-68369.627699,-187500.022352,-187500.022352,187500.0,-66169.590195,187500.0,187500.0,-78452.052588,-75750.419587,-80704.974318,-135463.171955
1679630790.080674,0,187500.0,-155640.896337,-82143.040853,-93231.227187,-92718.2323,-68377.093181,-187500.022352,-187500.022352,187500.0,-66144.53389,187500.0,187500.0,-78425.05168,-75723.351624,-80758.372636,-135559.530325
1679630790.080705,0,187500.0,-155145.134645,-82153.188545,-93231.785981,-92712.353791,-68376.467332,-187500.022352,-187500.022352,187500.0,-66156.313259,187500.0,187500.0,-78445.92821,-75750.531346,-80705.89074,-135504.63444
1679630790.080724,0,187500.0,-155003.022254,-82150.014597,-93227.136818,-92709.381009,-68371.147617,-187500.022352,-187500.022352,187500.0,-66163.935204,187500.0,187500.0,-78436.115794,-75711.460496,-80753.231734,-135573.008427
1679630790.080744,0,187500.0,-154418.904116,-82162.017484,-93249.890894,-92734.817294,-68407.670368,-187500.022352,-187500.022352,187500.0,-66167.064448,187500.0,187500.0,-78438.7533,-75710.052336,-80729.136554,-135561.698444
1679630790.080763,0,187500.0,-154182.288549,-82152.138013,-93218.799617,-92709.626878,-68391.800629,-187500.022352,-187500.022352,187500.0,-66159.91189,187500.0,187500.0,-78439.26739,-75746.99977,-80713.691498,-135522.091153
1679630790.080783,0,187500.0,-153821.710208,-82138.39169,-93221.168902,-92714.074876,-68398.394394,-187500.022352,-187500.022352,187500.0,-66161.431809,187500.0,187500.0,-78411.797096,-75717.026081,-80754.617543,-135638.767259
1679630790.080802,0,187500.0,-153273.958358,-82150.238115,-93223.538187,-92727.061239,-68398.774373,-187500.022352,-187500.022352,187500.0,-66182.800076,187500.0,187500.0,-78440.586143,-75751.470119,-80683.807216,-135570.683845
1679630790.081092,0,187500.0,-153108.667208,-82145.43249,-93216.028001,-92723.015573,-68387.754963,-187500.022352,-187500.022352,187500.0,-66169.858416,187500.0,187500.0,-78424.470535,-75723.709252,-80736.065595,-135629.647747
1679630790.081113,0,187500.0,-152520.615163,-82147.935885,-93231.964795,-92734.906701,-68406.061042,-187500.022352,-187500.022352,187500.0,-66167.779704,187500.0,187500.0,-78428.471497,-75734.259276,-80710.562254,-135634.654538
1679630790.081133,0,187500.0,-152249.980241,-82145.030158,-93209.61305,-92714.432504,-68385.586844,-187500.022352,-187500.022352,187500.0,-66173.099419,187500.0,187500.0,-78439.692073,-75719.350662,-80692.412638,-135589.638125
1679630790.081154,0,187500.0,-151890.273618,-82135.485963,-93219.872501,-92714.298393,-68398.081469,-187500.022352,-187500.022352,187500.0,-66159.844835,187500.0,187500.0,-78416.781535,-75705.246711,-80732.511667,-135667.668065
1679630790.081174,0,187500.0,-151343.102913,-82151.690978,-93228.053239,-92724.423733,-68401.590693,-187500.022352,-187500.022352,187500.0,-66178.48619,187500.0,187500.0,-78437.076919,-75742.350607,-80671.670219,-135595.941317
1679630790.081198,0,187500.0,-151211.048807,-82132.24496,-93209.47894,-92694.897079,-68380.848274,-187500.022352,-187500.022352,187500.0,-66147.171396,187500.0,187500.0,-78415.239264,-75708.443011,-80720.799353,-135649.518448
1679630790.081215,0,187500.0,-150630.730466,-82143.577295,-93232.456533,-92722.635594,-68416.320493,-187500.022352,-187500.022352,187500.0,-66173.345288,187500.0,187500.0,-78423.934093,-75731.554715,-80695.273661,-135664.807041
1679630790.081234,0,187500.0,-150392.639684,-82150.282818,-93225.326327,-92708.464588,-68413.705339,-187500.022352,-187500.022352,187500.0,-66180.117867,187500.0,187500.0,-78434.394709,-75741.09891,-80674.039504,-135612.503959
1679630790.081252,0,187500.0,-150081.346939,-82143.532591,-93234.356431,-92712.174977,-68424.545935,-187500.022352,-187500.022352,187500.0,-66156.536777,187500.0,187500.0,-78413.696994,-75709.381784,-80724.420336,-135711.29867
1679630790.08127,0,187500.0,-149558.606691,-82169.415911,-93243.05126,-92726.725963,-68436.593525,-187500.022352,-187500.022352,187500.0,-66187.471591,187500.0,187500.0,-78440.161459,-75743.445843,-80662.707169,-135631.100611
1679630790.081289,0,187500.0,-149423.468044,-82152.786213,-93227.315632,-92708.62105,-68412.721862,-187500.022352,-187500.022352,187500.0,-66191.763126,187500.0,187500.0,-78437.009863,-75756.946296,-80711.1434,-135649.652559
1679630790.081392,0,187500.0,-148853.051526,-82145.790117,-93227.896777,-92713.806655,-68417.147507,-187500.022352,-187500.022352,187500.0,-66169.00905,187500.0,187500.0,-78427.376262,-75731.800584,-80694.714867,-135657.855649
1679630790.081411,0,187500.0,-148593.436014,-82154.172022,-93213.949289,-92701.781416,-68406.731594,-187500.022352,-187500.022352,187500.0,-66173.837027,187500.0,187500.0,-78433.031253,-75736.829726,-80665.344675,-135596.433055
1679630790.081429,0,187500.0,-148269.872161,-82149.4111,-93229.371992,-92706.542338,-68417.974522,-187500.022352,-187500.022352,187500.0,-66170.618376,187500.0,187500.0,-78419.642558,-75727.196124,-80716.373708,-135684.565983
1679630790.081447,0,187500.0,-147719.79573,-82163.090368,-93233.998803,-92717.695858,-68424.702397,-187500.022352,-187500.022352,187500.0,-66199.943864,187500.0,187500.0,-78442.664855,-75742.864697,-80658.460338,-135596.656572
1679630790.081464,0,187500.0,-147543.440466,-82150.327522,-93218.777265,-92705.603564,-68418.376853,-187500.022352,-187500.022352,187500.0,-66178.128562,187500.0,187500.0,-78428.471497,-75742.395311,-80707.164789,-135620.885863
1679630790.081481,0,187500.0,-146912.540127,-82152.965027,-93233.998803,-92715.818312,-68436.861746,-187500.022352,-187500.022352,187500.0,-66185.102306,187500.0,187500.0,-78431.7125,-75748.564392,-80686.109446,-135605.217291
1679630790.081499,0,187500.0,-146580.214391,-82171.561679,-93237.329213,-92719.282832,-68423.741272,-187500.022352,-187500.022352,187500.0,-66188.343309,187500.0,187500.0,-78434.774689,-75763.495357,-80668.965658,-135534.541075
